,Fund,Fund Description,Chart Section Level 1,Chart Section Level 2,Agency,Agency Description,Organization,Organization Description,Activity,Activity Description,Function,Function Description,Account,Account Description,Total Indicator,Balance Forward,YTD Debits,YTD Credits,Ending Balance,Prior Year YTD Balance
605,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6315,Senior Center Operations,0000,Revenue,2710.0034,Operating Transfers 0034,N,0,0,0,0,-400000
606,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6315,Senior Center Operations,0000,Revenue,5405,Classes-Resident,N,0,0,2945375,-2945375,-3052675
607,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6315,Senior Center Operations,0000,Revenue,5407,Donations,N,0,0,61220,-61220,-83500
608,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6315,Senior Center Operations,0000,Revenue,5408,Season Pass-Resident,N,0,0,361000,-361000,-342000
609,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6315,Senior Center Operations,0000,Revenue,5426,Concession,N,0,0,74148,-74148,-100421
610,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6315,Senior Center Operations,0000,Revenue,5468,Rental-Resident,N,0,352500,2565250,-2212750,-1856750
611,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6315,Senior Center Operations,0000,Revenue,5492,Special Events,N,0,0,114080,-114080,-84510
612,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6315,Senior Center Operations,0000,Revenue,,,Y,0,352500,6121073,-5768573,-5919856
613,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6315,Senior Center Operations,,,,,Y,0,352500,6121073,-5768573,-5919856
614,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6503,Huron Golf Course,0000,Revenue,5408,Season Pass-Resident,N,0,0,51900,-51900,-154000
615,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6503,Huron Golf Course,0000,Revenue,5426,Concession,N,0,0,879467,-879467,-805165
616,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6503,Huron Golf Course,0000,Revenue,5460,Rental,N,0,5300,4627656,-4622356,-3597587
617,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6503,Huron Golf Course,0000,Revenue,5483,Merchandise,N,0,2250,879774,-877524,-699207
618,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6503,Huron Golf Course,0000,Revenue,7511,Golf Fees,N,0,7000,12717446,-12710446,-9916895
619,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6503,Huron Golf Course,0000,Revenue,7590,Golf Tournaments,N,0,0,249600,-249600,-267500
620,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6503,Huron Golf Course,0000,Revenue,7592,Golf Lessons,N,0,38075,352600,-314525,-449800
621,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6503,Huron Golf Course,0000,Revenue,,,Y,0,52625,19758443,-19705818,-15890154
622,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6503,Huron Golf Course,,,,,Y,0,52625,19758443,-19705818,-15890154
623,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6504,Leslie Golf Course,0000,Revenue,5408,Season Pass-Resident,N,0,0,590450,-590450,-1817950
624,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6504,Leslie Golf Course,0000,Revenue,5426,Concession,N,0,0,6482846,-6482846,-5534832
625,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6504,Leslie Golf Course,0000,Revenue,5483,Merchandise,N,0,0,1717856,-1717856,-1460089
626,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6504,Leslie Golf Course,0000,Revenue,7511,Golf Fees,N,0,92293,21292255,-21199962,-19115780
627,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6504,Leslie Golf Course,0000,Revenue,7535,Rental - Carts,N,0,8400,9920841,-9912441,-8852181
628,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6504,Leslie Golf Course,0000,Revenue,7590,Golf Tournaments,N,0,97000,2761200,-2664200,-2257900
629,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6504,Leslie Golf Course,0000,Revenue,,,Y,0,197693,42765448,-42567755,-39038732
630,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,6504,Leslie Golf Course,,,,,Y,0,197693,42765448,-42567755,-39038732
631,0010,General,REVENUES,,060,Parks & Recreation,4000,Recreation Facilities & Serv,,,,,,,Y,0,12942250,289088590,-276146340,-243801704
632,0010,General,REVENUES,,060,Parks & Recreation,,,,,,,,,Y,0,18511262,304404166,-285892904,-254661732
633,0010,General,REVENUES,,061,Field Operations,2100,Park & Public Space Maintenance,0000,Revenue,,,2223,Trunkline Maintenance,N,0,0,53965,-53965,0
634,0010,General,REVENUES,,061,Field Operations,2100,Park & Public Space Maintenance,0000,Revenue,,,5458,Ball Diamond Maint Fees,N,0,2186250,3692500,-1506250,-1745625
635,0010,General,REVENUES,,061,Field Operations,2100,Park & Public Space Maintenance,0000,Revenue,,,5499,Miscellaneous-Parks,N,0,606733,607516,-783,0
636,0010,General,REVENUES,,061,Field Operations,2100,Park & Public Space Maintenance,0000,Revenue,,,6144,Graffiti Removal,N,0,0,120006,-120006,-32220
637,0010,General,REVENUES,,061,Field Operations,2100,Park & Public Space Maintenance,0000,Revenue,,,7701,Burial Permits,N,0,0,290500,-290500,-276000
638,0010,General,REVENUES,,061,Field Operations,2100,Park & Public Space Maintenance,0000,Revenue,,,,,Y,0,2792983,4764487,-1971504,-2053845
639,0010,General,REVENUES,,061,Field Operations,2100,Park & Public Space Maintenance,,,,,,,Y,0,2792983,4764487,-1971504,-2053845
640,0010,General,REVENUES,,061,Field Operations,3900,Street Lighting,0000,Revenue,,,6806,Refund Prior Year Expense,N,0,0,0,0,-1533099
641,0010,General,REVENUES,,061,Field Operations,3900,Street Lighting,0000,Revenue,,,6999,Miscellaneous,N,0,280692,1407499,-1126807,-171524
642,0010,General,REVENUES,,061,Field Operations,3900,Street Lighting,0000,Revenue,,,8146,Non-Signals/Electrical,N,0,664094,664094,0,0
643,0010,General,REVENUES,,061,Field Operations,3900,Street Lighting,0000,Revenue,,,8218,Accident Recovery,N,0,116288,3462999,-3346711,-405810
644,0010,General,REVENUES,,061,Field Operations,3900,Street Lighting,0000,Revenue,,,,,Y,0,1061074,5534592,-4473518,-2110433
645,0010,General,REVENUES,,061,Field Operations,3900,Street Lighting,,,,,,,Y,0,1061074,5534592,-4473518,-2110433
646,0010,General,REVENUES,,061,Field Operations,4100,Parking,0000,Revenue,,,6806,Refund Prior Year Expense,N,0,0,17000,-17000,-172000
647,0010,General,REVENUES,,061,Field Operations,4100,Parking,0000,Revenue,,,6999,Miscellaneous,N,0,0,157846,-157846,-513640
648,0010,General,REVENUES,,061,Field Operations,4100,Parking,0000,Revenue,,,7313,Residential Parking Permits,N,0,3500,5055600,-5052100,-4844800
649,0010,General,REVENUES,,061,Field Operations,4100,Parking,0000,Revenue,,,,,Y,0,3500,5230446,-5226946,-5530440
650,0010,General,REVENUES,,061,Field Operations,4100,Parking,,,,,,,Y,0,3500,5230446,-5226946,-5530440
651,0010,General,REVENUES,,061,Field Operations,,,,,,,,,Y,0,3857557,15529525,-11671968,-9694718
652,0010,General,REVENUES,,070,Public Services Administration,1000,Administration,0000,Revenue,,,1340,Penalties/Delinquent Special Assessments & Taxes,N,0,0,15056,-15056,-47
653,0010,General,REVENUES,,070,Public Services Administration,1000,Administration,0000,Revenue,,,,,Y,0,0,15056,-15056,-47
654,0010,General,REVENUES,,070,Public Services Administration,1000,Administration,,,,,,,Y,0,0,15056,-15056,-47
655,0010,General,REVENUES,,070,Public Services Administration,,,,,,,,,Y,0,0,15056,-15056,-47
656,0010,General,REVENUES,,074,Utilities-Water Treatment,4200,Hydro Power,0000,Revenue,,,7111,Metered Service,N,0,5525644,24043587,-18517943,-26833124
657,0010,General,REVENUES,,074,Utilities-Water Treatment,4200,Hydro Power,0000,Revenue,,,,,Y,0,5525644,24043587,-18517943,-26833124
658,0010,General,REVENUES,,074,Utilities-Water Treatment,4200,Hydro Power,,,,,,,Y,0,5525644,24043587,-18517943,-26833124
659,0010,General,REVENUES,,074,Utilities-Water Treatment,,,,,,,,,Y,0,5525644,24043587,-18517943,-26833124
660,0010,General,REVENUES,,078,Customer Service,8000,Customer Service,0000,Revenue,,,7101,Scio Twp/Govt Services/Util,N,0,2104,5122588,-5120484,-5070004
661,0010,General,REVENUES,,078,Customer Service,8000,Customer Service,0000,Revenue,,,,,Y,0,2104,5122588,-5120484,-5070004
662,0010,General,REVENUES,,078,Customer Service,8000,Customer Service,,,,,,,Y,0,2104,5122588,-5120484,-5070004
663,0010,General,REVENUES,,078,Customer Service,,,,,,,,,Y,0,2104,5122588,-5120484,-5070004
664,0010,General,REVENUES,,091,Fleet & Facility Services,8100,Facility Management,0000,Revenue,,,6999,Miscellaneous,N,0,0,200000,-200000,0
665,0010,General,REVENUES,,091,Fleet & Facility Services,8100,Facility Management,0000,Revenue,,,,,Y,0,0,200000,-200000,0
666,0010,General,REVENUES,,091,Fleet & Facility Services,8100,Facility Management,,,,,,,Y,0,0,200000,-200000,0
667,0010,General,REVENUES,,091,Fleet & Facility Services,,,,,,,,,Y,0,0,200000,-200000,0
668,0010,General,REVENUES,,,,,,,,,,,,Y,0,404381824,8505341514,-8100959690,-7910641152
669,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1100,Permanent Time Worked,N,0,2548132,31611,2516521,2641188
670,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1102,Other Paid Time Off,N,0,0,0,0,15590
671,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1121,Vacation Used,N,0,289623,0,289623,167297
672,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1131,Comp Time Used,N,0,3732,0,3732,0
673,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1141,Personal Leave Used,N,0,25582,0,25582,43178
674,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1151,Sick Time Used,N,0,31440,0,31440,34696
675,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1161,Holiday,N,0,204696,0,204696,205704
676,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1401,Overtime Paid-Permanent,N,0,3537,0,3537,0
677,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1721,Annual Sick Leave Payout,N,0,0,0,0,50189
678,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1741,Longevity Pay,N,0,13500,0,13500,13500
679,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1751,Benefit Waiver Pay,N,0,24191,0,24191,18500
680,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,1800,Equipment Allowance,N,0,17600,0,17600,15400
681,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,2150,Legal Expenses,N,0,2000,0,2000,0
682,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,2240,Telecommunications,N,0,15178,0,15178,15009
683,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,2430,Contracted Services,N,0,9157615,0,9157615,0
684,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4220,Life Insurance,N,0,10684,120,10564,10804
685,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4230,Medical Insurance,N,0,300837,3058,297779,352329
686,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4234,Disability Insurance,N,0,4435,78,4357,4455
687,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4237,Retiree Health Savings Account,N,0,12000,0,12000,18900
688,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4238,Veba Funding,N,0,313600,0,313600,455200
689,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4239,Retiree Medical Insurance,N,0,4492800,0,4492800,3477600
690,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4240,Workers Comp,N,0,12600,0,12600,14000
691,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4250,Social Security-Employer,N,0,246911,2373,244538,224613
692,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4259,Retirement Contribution,N,0,738400,0,738400,848800
693,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4260,Insurance Premiums,N,0,249600,0,249600,143200
694,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4270,Dental Insurance,N,0,41740,457,41283,43928
695,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4280,Optical Insurance,N,0,2906,30,2876,3058
696,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,4440,Unemployment Compensation,N,0,11457,0,11457,12701
697,0010,General,EXPENSES,,002,Community Development,1000,Administration,1000,Administration,,,,,Y,0,18774796,37727,18737069,8829839
698,0010,General,EXPENSES,,002,Community Development,1000,Administration,,,,,,,Y,0,18774796,37727,18737069,8829839
699,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1100,Permanent Time Worked,N,0,60226064,6016345,54209719,51436166
700,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1102,Other Paid Time Off,N,0,927336,0,927336,125888
701,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1103,Other Paid City Business,N,0,21806,0,21806,7518
702,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1121,Vacation Used,N,0,4118151,220864,3897287,3687855
703,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1141,Personal Leave Used,N,0,963022,76856,886166,901312
704,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1151,Sick Time Used,N,0,3684240,285481,3398759,2015049
705,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1161,Holiday,N,0,4476469,359071,4117398,3870542
706,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1200,Temporary Pay,N,0,1485010,26800,1458210,6741509
707,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1201,Temporary Pay Overtime,N,0,57750,0,57750,204750
708,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1401,Overtime Paid-Permanent,N,0,6962077,48820,6913257,6533457
709,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1601,Severance Pay,N,0,800899,0,800899,114883
710,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1741,Longevity Pay,N,0,272460,0,272460,210000
711,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1751,Benefit Waiver Pay,N,0,147879,6731,141148,142305
712,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1800,Equipment Allowance,N,0,906700,77000,829700,1047700
713,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,1820,Uniform Allowance,N,0,60000,0,60000,70000
714,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4220,Life Insurance,N,0,123666,11064,112602,100659
715,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4230,Medical Insurance,N,0,17362046,1019315,16342731,16487085
716,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4234,Disability Insurance,N,0,38092,11307,26785,25448
717,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4237,Retiree Health Savings Account,N,0,1055000,600000,455000,122400
718,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4238,Veba Funding,N,0,18723984,7635192,11088792,6010834
719,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4240,Workers Comp,N,0,431200,0,431200,900000
720,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4250,Social Security-Employer,N,0,6419921,530696,5889225,5849715
721,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4259,Retirement Contribution,N,0,30900460,10732500,20167960,18848837
722,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4270,Dental Insurance,N,0,1669888,93435,1576453,1452678
723,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4280,Optical Insurance,N,0,172907,9885,163022,148531
724,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4421,Transfer To Other Agencies,N,0,22666400,0,22666400,20211616
725,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4423,Transfer To IT Fund,N,0,15185600,0,15185600,11565300
726,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,4440,Unemployment Compensation,N,0,435949,21806,414143,612696
727,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,2034,Housing Commission Support,,,,,Y,0,200294976,27783168,172511808,159444733
728,0010,General,EXPENSES,,002,Community Development,1121,Housing Commision,,,,,,,Y,0,200294976,27783168,172511808,159444733
729,0010,General,EXPENSES,,002,Community Development,2200,Housing,2220,Housing Acquisition,,,4420,Transfer To Other Funds,N,0,0,0,0,6666664
730,0010,General,EXPENSES,,002,Community Development,2200,Housing,2220,Housing Acquisition,,,,,Y,0,0,0,0,6666664
731,0010,General,EXPENSES,,002,Community Development,2200,Housing,,,,,,,Y,0,0,0,0,6666664
732,0010,General,EXPENSES,,002,Community Development,3400,Human Services,2310,Human Serv/Homeless Prevnt,,,7999,Transfer-Grant/Loan Recipients,N,0,79734637,0,79734637,87669450
733,0010,General,EXPENSES,,002,Community Development,3400,Human Services,2310,Human Serv/Homeless Prevnt,,,,,Y,0,79734637,0,79734637,87669450
734,0010,General,EXPENSES,,002,Community Development,3400,Human Services,,,,,,,Y,0,79734637,0,79734637,87669450
735,0010,General,EXPENSES,,002,Community Development,,,,,,,,,Y,0,298804409,27820895,270983514,262610686
